female,prechod,C,D,OR6,OR8,sig_OR6,sig_OR8,OR86,barva
1. female,N1C_N2C,euro12,euro7,3.9119875223,4.375,sig,sig,1.1183573503,B1
1. female,N1C_N2C,euro12,euro8,3.1968270756,4.0666041276,sig,sig,1.2720751018,B1
1. female,N1C_N2C,euro12,euro9,4.463275952,4.7514498757,sig,sig,1.0645655628,B1
1. female,N1C_N2C,euro2,euro1,5.1578947368,4.3968375592,sig,sig,0.8524480982,B1
1. female,N1C_N2C,euro2,euro10,2.8493589744,4.2035777274,sig,sig,1.4752713734,B1
1. female,N1C_N2C,euro2,euro11,3.4318181818,5.8427714857,sig,sig,1.7025294395,B1
1. female,N1C_N2C,euro2,euro12,3.0184559031,3.1126984127,sig,sig,1.0312220926,B1
1. female,N1C_N2C,euro2,euro2,,,nesig,nesig,,B4
1. female,N1C_N2C,euro2,euro3,4.2778685178,4.4908822988,sig,sig,1.0497943731,B1
1. female,N1C_N2C,euro2,euro4,2.0485263684,2.4516415262,sig,sig,1.1967829968,B1
1. female,N1C_N2C,euro2,euro5,3.9907217607,3.7555590601,sig,sig,0.9410726393,B1
1. female,N1C_N2C,euro2,euro6,4.8538961039,6.10269201,sig,sig,1.2572770161,B1
1. female,N1C_N2C,euro2,euro7,2.6915063039,2.7396774524,sig,sig,1.0178974682,B1
1. female,N1C_N2C,euro2,euro8,2.1917455412,2.8096728006,sig,sig,1.2819338503,B1
1. female,N1C_N2C,euro2,euro9,4.6785013089,4.7656750572,sig,sig,1.0186328361,B1
1. female,N1C_N2C,euro3,euro1,15.105263158,20.285714286,sig,sig,1.3429566949,B1
1. female,N1C_N2C,euro3,euro10,2.9315856777,3.890542328,sig,sig,1.3271119304,B1
1. female,N1C_N2C,euro3,euro11,3.4518999519,3.4121642482,sig,sig,0.9884887441,B1
1. female,N1C_N2C,euro3,euro12,6.7266625991,6.3362068966,sig,sig,0.941954023,B1
1. female,N1C_N2C,euro3,euro2,4.2778685178,4.4908822988,sig,sig,1.0497943731,B1
1. female,N1C_N2C,euro3,euro3,,,nesig,nesig,,B4
1. female,N1C_N2C,euro3,euro4,3.8708333333,3.0378510379,sig,sig,0.784805435,B1
1. female,N1C_N2C,euro3,euro5,5.750547046,5.9515334499,sig,sig,1.034950832,B1
1. female,N1C_N2C,euro3,euro6,3.5170301397,7.0470200659,sig,sig,2.0036848665,B1
1. female,N1C_N2C,euro3,euro7,4.8318612754,3.5809018568,sig,sig,0.741101959,B1
1. female,N1C_N2C,euro3,euro8,4.4175112613,5.198104035,sig,sig,1.1767041955,B1
1. female,N1C_N2C,euro3,euro9,5.9591836735,6.5295031056,sig,sig,1.0957042883,B1
1. female,N1C_N2C,euro4,euro1,6.5109677419,8.5704805492,sig,sig,1.3163143927,B1
1. female,N1C_N2C,euro4,euro10,1.6627741736,4.2502343018,sig,sig,2.5561103662,B1
1. female,N1C_N2C,euro4,euro11,1.9534662868,2.8744186047,sig,sig,1.471445207,B1
1. female,N1C_N2C,euro4,euro12,3.4348919055,5.12482066,sig,sig,1.4919889187,B1
1. female,N1C_N2C,euro4,euro2,2.0485263684,2.4516415262,sig,sig,1.1967829968,B1
1. female,N1C_N2C,euro4,euro3,3.8708333333,3.0378510379,sig,sig,0.784805435,B1
1. female,N1C_N2C,euro4,euro4,,,nesig,nesig,,B4
1. female,N1C_N2C,euro4,euro5,5.0085409755,6.7346241458,sig,sig,1.3446279423,B1
1. female,N1C_N2C,euro4,euro6,2.3912151067,3.2180908893,sig,sig,1.345797323,B1
1. female,N1C_N2C,euro4,euro7,4.0713433045,3.5235100329,sig,sig,0.8654416416,B1
1. female,N1C_N2C,euro4,euro8,1.8517786561,2.1577821359,sig,sig,1.1652484106,B1
1. female,N1C_N2C,euro4,euro9,3.1455413522,3.4663129973,sig,sig,1.1019766104,B1
1. female,N1C_N2C,euro5,euro1,7.3753851363,6.9529652352,sig,sig,0.9427257162,B1
1. female,N1C_N2C,euro5,euro10,4.6005208333,3.8266892412,sig,sig,0.8317947858,B1
1. female,N1C_N2C,euro5,euro11,3.672912006,3.0106617647,sig,sig,0.8196934094,B1
1. female,N1C_N2C,euro5,euro12,5.133791828,4.9527027027,sig,sig,0.9647260482,B1
1. female,N1C_N2C,euro5,euro2,3.9907217607,3.7555590601,sig,sig,0.9410726393,B1
1. female,N1C_N2C,euro5,euro3,5.750547046,5.9515334499,sig,sig,1.034950832,B1
1. female,N1C_N2C,euro5,euro4,5.0085409755,6.7346241458,sig,sig,1.3446279423,B1
1. female,N1C_N2C,euro5,euro5,,,nesig,nesig,,B4
1. female,N1C_N2C,euro5,euro6,4.2490048188,5.3796462159,sig,sig,1.2660955789,B1
1. female,N1C_N2C,euro5,euro7,5.515258216,6.0915746747,sig,sig,1.1044949187,B1
1. female,N1C_N2C,euro5,euro8,5.2815220896,4.7817836812,sig,sig,0.9053798507,B1
1. female,N1C_N2C,euro5,euro9,6.1807324142,5.5634465037,sig,sig,0.9001273847,B1
1. female,N1C_N2C,euro6,euro1,7.4517897452,7.790625,sig,sig,1.0454703187,B1
1. female,N1C_N2C,euro6,euro10,5.8132827324,7.6876402302,sig,sig,1.322426688,B1
1. female,N1C_N2C,euro6,euro11,5.1654589372,6.1756578947,sig,sig,1.1955680937,B1
1. female,N1C_N2C,euro6,euro12,3.9392128699,4.8008528785,sig,sig,1.218734056,B1
1. female,N1C_N2C,euro6,euro2,4.8538961039,6.10269201,sig,sig,1.2572770161,B1
1. female,N1C_N2C,euro6,euro3,3.5170301397,7.0470200659,sig,sig,2.0036848665,B1
1. female,N1C_N2C,euro6,euro4,2.3912151067,3.2180908893,sig,sig,1.345797323,B1
1. female,N1C_N2C,euro6,euro5,4.2490048188,5.3796462159,sig,sig,1.2660955789,B1
1. female,N1C_N2C,euro6,euro6,,,nesig,nesig,,B4
1. female,N1C_N2C,euro6,euro7,2.9203864734,3.4802967328,sig,sig,1.1917247133,B1
1. female,N1C_N2C,euro6,euro8,4.3955992509,5.8461538462,sig,sig,1.3300015566,B1
1. female,N1C_N2C,euro6,euro9,6.994882134,7.7537414966,sig,sig,1.1084877984,B1
1. female,N1C_N2C,euro7,euro1,7.402173913,7.0120715037,sig,sig,0.9472989403,B1
1. female,N1C_N2C,euro7,euro10,2.68735363,3.1037013514,sig,sig,1.1549285203,B1
1. female,N1C_N2C,euro7,euro11,2.9274725275,2.981369442,sig,sig,1.0184107328,B1
1. female,N1C_N2C,euro7,euro12,3.9119875223,4.375,sig,sig,1.1183573503,B1
1. female,N1C_N2C,euro7,euro2,2.6915063039,2.7396774524,sig,sig,1.0178974682,B1
1. female,N1C_N2C,euro7,euro3,4.8318612754,3.5809018568,sig,sig,0.741101959,B1
1. female,N1C_N2C,euro7,euro4,4.0713433045,3.5235100329,sig,sig,0.8654416416,B1
1. female,N1C_N2C,euro7,euro5,5.515258216,6.0915746747,sig,sig,1.1044949187,B1
1. female,N1C_N2C,euro7,euro6,2.9203864734,3.4802967328,sig,sig,1.1917247133,B1
1. female,N1C_N2C,euro7,euro7,,,nesig,nesig,,B4
1. female,N1C_N2C,euro7,euro8,1.7218932621,2.7833281713,sig,sig,1.6164347887,B1
1. female,N1C_N2C,euro7,euro9,4.4449975112,5.085454183,sig,sig,1.1440848212,B1
1. female,N1C_N2C,euro8,euro1,6.6102913067,6.1359799756,sig,sig,0.9282465312,B1
1. female,N1C_N2C,euro8,euro10,3.507751938,5.0035963613,sig,sig,1.4264396257,B1
1. female,N1C_N2C,euro8,euro11,2.9655709006,3.3989304813,sig,sig,1.1461302377,B1
1. female,N1C_N2C,euro8,euro12,3.1968270756,4.0666041276,sig,sig,1.2720751018,B1
1. female,N1C_N2C,euro8,euro2,2.1917455412,2.8096728006,sig,sig,1.2819338503,B1
1. female,N1C_N2C,euro8,euro3,4.4175112613,5.198104035,sig,sig,1.1767041955,B1
1. female,N1C_N2C,euro8,euro4,1.8517786561,2.1577821359,sig,sig,1.1652484106,B1
1. female,N1C_N2C,euro8,euro5,5.2815220896,4.7817836812,sig,sig,0.9053798507,B1
1. female,N1C_N2C,euro8,euro6,4.3955992509,5.8461538462,sig,sig,1.3300015566,B1
1. female,N1C_N2C,euro8,euro7,1.7218932621,2.7833281713,sig,sig,1.6164347887,B1
1. female,N1C_N2C,euro8,euro8,,,nesig,nesig,,B4
1. female,N1C_N2C,euro8,euro9,6.4776938916,6.22691102,sig,sig,0.9612851617,B1
1. female,N1C_N2C,euro9,euro1,7.3599237031,7.6637022162,sig,sig,1.0412746824,B1
1. female,N1C_N2C,euro9,euro10,5.377495232,4.9231464738,sig,sig,0.9155092216,B1
1. female,N1C_N2C,euro9,euro11,4.8424988495,4.3088607595,sig,sig,0.889801091,B1
1. female,N1C_N2C,euro9,euro12,4.463275952,4.7514498757,sig,sig,1.0645655628,B1
1. female,N1C_N2C,euro9,euro2,4.6785013089,4.7656750572,sig,sig,1.0186328361,B1
1. female,N1C_N2C,euro9,euro3,5.9591836735,6.5295031056,sig,sig,1.0957042883,B1
1. female,N1C_N2C,euro9,euro4,3.1455413522,3.4663129973,sig,sig,1.1019766104,B1
1. female,N1C_N2C,euro9,euro5,6.1807324142,5.5634465037,sig,sig,0.9001273847,B1
1. female,N1C_N2C,euro9,euro6,6.994882134,7.7537414966,sig,sig,1.1084877984,B1
1. female,N1C_N2C,euro9,euro7,4.4449975112,5.085454183,sig,sig,1.1440848212,B1
1. female,N1C_N2C,euro9,euro8,6.4776938916,6.22691102,sig,sig,0.9612851617,B1
1. female,N1C_N2C,euro9,euro9,,,nesig,nesig,,B4
1. female,N1C_Z,euro1,euro1,,,nesig,nesig,,B4
1. female,N1C_Z,euro1,euro10,3.1261398176,2.41875,sig,nesig,0.7737177929,B2
1. female,N1C_Z,euro1,euro11,3.2175438596,3.0320699708,nesig,sig,0.9423554435,B3
1. female,N1C_Z,euro1,euro12,13.096296296,12.543650794,sig,sig,0.9578013898,B1
1. female,N1C_Z,euro1,euro2,3.1862745098,3.8905775076,sig,sig,1.221042787,B1
1. female,N1C_Z,euro1,euro3,7.9012345679,4.9454545455,sig,nesig,0.6259090909,B2
1. female,N1C_Z,euro1,euro4,8.7531914894,4.8375,sig,sig,0.5526555664,B1
1. female,N1C_Z,euro1,euro5,5.8461538462,6.66,sig,sig,1.1392105263,B1
1. female,N1C_Z,euro1,euro6,10.620915033,4.2628205128,sig,nesig,0.4013609467,B2
1. female,N1C_Z,euro1,euro7,6.3529411765,4.880952381,sig,sig,0.76829806,B1
1. female,N1C_Z,euro1,euro8,4.0219298246,6.3942307692,sig,sig,1.5898414563,B1
1. female,N1C_Z,euro1,euro9,4.0769230769,3.7519872814,sig,sig,0.9202987671,B1
1. female,N1C_Z,euro10,euro1,3.1261398176,2.41875,sig,nesig,0.7737177929,B2
1. female,N1C_Z,euro10,euro10,,,nesig,nesig,,B4
1. female,N1C_Z,euro10,euro11,7.6416666667,6.7692307692,sig,sig,0.8858317255,B1
1. female,N1C_Z,euro10,euro12,2.1828125,1.9038461538,nesig,nesig,0.8721986675,B4
1. female,N1C_Z,euro10,euro2,2.3880208333,3.9583333333,nesig,sig,1.6575790622,B3
1. female,N1C_Z,euro10,euro3,6.3680555556,3.8055555556,sig,nesig,0.5976008724,B2
1. female,N1C_Z,euro10,euro4,4.0594405594,0.5854700855,sig,nesig,0.1442243277,B2
1. female,N1C_Z,euro10,euro5,3.6923076923,1.6923076923,sig,nesig,0.4583333333,B2
1. female,N1C_Z,euro10,euro6,7.538961039,5.0625,sig,sig,0.6715116279,B1
1. female,N1C_Z,euro10,euro7,2.8211805556,2.5,sig,nesig,0.8861538462,B2
1. female,N1C_Z,euro10,euro8,1.8080357143,1.2685185185,nesig,nesig,0.7016003658,B4
1. female,N1C_Z,euro10,euro9,4.1538461538,1.9652605459,sig,nesig,0.4731182796,B2
1. female,N1C_Z,euro11,euro1,3.2175438596,3.0320699708,nesig,sig,0.9423554435,B3
1. female,N1C_Z,euro11,euro10,7.6416666667,6.7692307692,sig,sig,0.8858317255,B1
1. female,N1C_Z,euro11,euro11,,,nesig,nesig,,B4
1. female,N1C_Z,euro11,euro12,3.5675675676,4.9523809524,sig,sig,1.3881673882,B1
1. female,N1C_Z,euro11,euro2,3.5263157895,2.4107142857,nesig,nesig,0.6836353945,B4
1. female,N1C_Z,euro11,euro3,11.875,4.8928571429,sig,nesig,0.4120300752,B2
1. female,N1C_Z,euro11,euro4,5.5882352941,0.7527472527,sig,nesig,0.13470214,B2
1. female,N1C_Z,euro11,euro5,2.3157894737,1.2822966507,nesig,nesig,0.5537190083,B4
1. female,N1C_Z,euro11,euro6,3.4615384615,1.3979591837,nesig,nesig,0.4038548753,B4
1. female,N1C_Z,euro11,euro7,1.0714285714,1.6071428571,nesig,nesig,1.5,B4
1. female,N1C_Z,euro11,euro8,5.625,4.1846153846,sig,nesig,0.7439316239,B2
1. female,N1C_Z,euro11,euro9,7.8979591837,1.476584022,sig,nesig,0.1869576669,B2
1. female,N1C_Z,euro12,euro1,13.096296296,12.543650794,sig,sig,0.9578013898,B1
1. female,N1C_Z,euro12,euro10,2.1828125,1.9038461538,nesig,nesig,0.8721986675,B4
1. female,N1C_Z,euro12,euro11,3.5675675676,4.9523809524,sig,sig,1.3881673882,B1
1. female,N1C_Z,euro12,euro12,,,nesig,nesig,,B4
1. female,N1C_Z,euro12,euro2,1.5920138889,2.25,nesig,nesig,1.413304253,B4
1. female,N1C_Z,euro12,euro3,12.929292929,7.5555555556,sig,nesig,0.584375,B2
1. female,N1C_Z,euro12,euro4,4.8774193548,3.09375,sig,sig,0.6343005952,B1
1. female,N1C_Z,euro12,euro5,4.1301169591,2.5833333333,sig,sig,0.6254867257,B1
1. female,N1C_Z,euro12,euro6,2.8302469136,1.2592592593,nesig,nesig,0.4449291167,B4
1. female,N1C_Z,euro12,euro7,4.1043478261,3.9800569801,sig,sig,0.9697172727,B1
1. female,N1C_Z,euro12,euro8,2.9166666667,2.8928571429,nesig,nesig,0.9918367347,B4
1. female,N1C_Z,euro12,euro9,3.7785714286,2.3261538462,sig,sig,0.615617275,B1
1. female,N1C_Z,euro2,euro1,3.1862745098,3.8905775076,sig,sig,1.221042787,B1
1. female,N1C_Z,euro2,euro10,2.3880208333,3.9583333333,nesig,sig,1.6575790622,B3
1. female,N1C_Z,euro2,euro11,3.5263157895,2.4107142857,nesig,nesig,0.6836353945,B4
1. female,N1C_Z,euro2,euro12,1.5920138889,2.25,nesig,nesig,1.413304253,B4
1. female,N1C_Z,euro2,euro2,,,nesig,nesig,,B4
1. female,N1C_Z,euro2,euro3,2.025,18.133333333,nesig,sig,8.9547325103,B3
1. female,N1C_Z,euro2,euro5,2.6951871658,3.3986928105,sig,sig,1.2610229277,B1
1. female,N1C_Z,euro2,euro6,6.3680555556,5.7857142857,sig,sig,0.9085527341,B1
1. female,N1C_Z,euro2,euro7,2.8131868132,2.9166666667,sig,nesig,1.0367838542,B2
1. female,N1C_Z,euro2,euro8,0.6227272727,7.2321428571,nesig,sig,11.613660063,B3
1. female,N1C_Z,euro2,euro9,4.3838383838,3.9846743295,sig,sig,0.9089464484,B1
1. female,N1C_Z,euro3,euro1,7.9012345679,4.9454545455,sig,nesig,0.6259090909,B2
1. female,N1C_Z,euro3,euro10,6.3680555556,3.8055555556,sig,nesig,0.5976008724,B2
1. female,N1C_Z,euro3,euro11,11.875,4.8928571429,sig,nesig,0.4120300752,B2
1. female,N1C_Z,euro3,euro12,12.929292929,7.5555555556,sig,nesig,0.584375,B2
1. female,N1C_Z,euro3,euro2,2.025,18.133333333,nesig,sig,8.9547325103,B3
1. female,N1C_Z,euro3,euro3,,,nesig,nesig,,B4
1. female,N1C_Z,euro3,euro4,4.8897058824,5.2692307692,sig,nesig,1.0776171197,B2
1. female,N1C_Z,euro3,euro5,5.375,6.8,sig,nesig,1.2651162791,B2
1. female,N1C_Z,euro3,euro6,7.5568181818,9.7857142857,sig,nesig,1.2949516649,B2
1. female,N1C_Z,euro3,euro7,1.4525745257,12.363636364,nesig,sig,8.5115332429,B3
1. female,N1C_Z,euro3,euro8,8.5079365079,54.4,sig,sig,6.3940298507,B1
1. female,N1C_Z,euro3,euro9,5.9234693878,7.7714285714,sig,nesig,1.3119724376,B2
1. female,N1C_Z,euro4,euro1,8.7531914894,4.8375,sig,sig,0.5526555664,B1
1. female,N1C_Z,euro4,euro10,4.0594405594,0.5854700855,sig,nesig,0.1442243277,B2
1. female,N1C_Z,euro4,euro11,5.5882352941,0.7527472527,sig,nesig,0.13470214,B2
1. female,N1C_Z,euro4,euro12,4.8774193548,3.09375,sig,sig,0.6343005952,B1
1. female,N1C_Z,euro4,euro3,4.8897058824,5.2692307692,sig,nesig,1.0776171197,B2
1. female,N1C_Z,euro4,euro4,,,nesig,nesig,,B4
1. female,N1C_Z,euro4,euro5,4.4285714286,3.7428571429,sig,sig,0.8451612903,B1
1. female,N1C_Z,euro4,euro7,2.4807692308,5.5,nesig,sig,2.2170542636,B3
1. female,N1C_Z,euro4,euro8,1.5111111111,4.5333333333,nesig,nesig,3,B4
1. female,N1C_Z,euro4,euro9,4.9318181818,1.6242424242,sig,nesig,0.3293394777,B2
1. female,N1C_Z,euro5,euro1,5.8461538462,6.66,sig,sig,1.1392105263,B1
1. female,N1C_Z,euro5,euro10,3.6923076923,1.6923076923,sig,nesig,0.4583333333,B2
1. female,N1C_Z,euro5,euro11,2.3157894737,1.2822966507,nesig,nesig,0.5537190083,B4
1. female,N1C_Z,euro5,euro12,4.1301169591,2.5833333333,sig,sig,0.6254867257,B1
1. female,N1C_Z,euro5,euro2,2.6951871658,3.3986928105,sig,sig,1.2610229277,B1
1. female,N1C_Z,euro5,euro3,5.375,6.8,sig,nesig,1.2651162791,B2
1. female,N1C_Z,euro5,euro4,4.4285714286,3.7428571429,sig,sig,0.8451612903,B1
1. female,N1C_Z,euro5,euro5,,,nesig,nesig,,B4
1. female,N1C_Z,euro5,euro6,2.3636363636,1.1333333333,nesig,nesig,0.4794871795,B4
1. female,N1C_Z,euro5,euro7,8.4168734491,3.4665012407,sig,sig,0.4118514151,B1
1. female,N1C_Z,euro5,euro8,1.2978208232,8.9864864865,nesig,sig,6.9242890278,B3
1. female,N1C_Z,euro5,euro9,2.685483871,3.1060606061,sig,sig,1.1566111566,B1
1. female,N1C_Z,euro6,euro1,10.620915033,4.2628205128,sig,nesig,0.4013609467,B2
1. female,N1C_Z,euro6,euro10,7.538961039,5.0625,sig,sig,0.6715116279,B1
1. female,N1C_Z,euro6,euro11,3.4615384615,1.3979591837,nesig,nesig,0.4038548753,B4
1. female,N1C_Z,euro6,euro12,2.8302469136,1.2592592593,nesig,nesig,0.4449291167,B4
1. female,N1C_Z,euro6,euro2,6.3680555556,5.7857142857,sig,sig,0.9085527341,B1
1. female,N1C_Z,euro6,euro3,7.5568181818,9.7857142857,sig,nesig,1.2949516649,B2
1. female,N1C_Z,euro6,euro5,2.3636363636,1.1333333333,nesig,nesig,0.4794871795,B4
1. female,N1C_Z,euro6,euro6,,,nesig,nesig,,B4
1. female,N1C_Z,euro6,euro7,1.0894308943,11.666666667,nesig,sig,10.708955224,B3
1. female,N1C_Z,euro6,euro8,6.380952381,3.2619047619,sig,nesig,0.5111940299,B2
1. female,N1C_Z,euro6,euro9,5.9446808511,2.3823529412,sig,nesig,0.4007537159,B2
1. female,N1C_Z,euro7,euro1,6.3529411765,4.880952381,sig,sig,0.76829806,B1
1. female,N1C_Z,euro7,euro10,2.8211805556,2.5,sig,nesig,0.8861538462,B2
1. female,N1C_Z,euro7,euro11,1.0714285714,1.6071428571,nesig,nesig,1.5,B4
1. female,N1C_Z,euro7,euro12,4.1043478261,3.9800569801,sig,sig,0.9697172727,B1
1. female,N1C_Z,euro7,euro2,2.8131868132,2.9166666667,sig,nesig,1.0367838542,B2
1. female,N1C_Z,euro7,euro3,1.4525745257,12.363636364,nesig,sig,8.5115332429,B3
1. female,N1C_Z,euro7,euro4,2.4807692308,5.5,nesig,sig,2.2170542636,B3
1. female,N1C_Z,euro7,euro5,8.4168734491,3.4665012407,sig,sig,0.4118514151,B1
1. female,N1C_Z,euro7,euro6,1.0894308943,11.666666667,nesig,sig,10.708955224,B3
1. female,N1C_Z,euro7,euro7,,,nesig,nesig,,B4
1. female,N1C_Z,euro7,euro8,0.7028423773,4.8214285714,nesig,sig,6.8599002101,B3
1. female,N1C_Z,euro7,euro9,3.8319327731,5.04,sig,sig,1.3152631579,B1
1. female,N1C_Z,euro8,euro1,4.0219298246,6.3942307692,sig,sig,1.5898414563,B1
1. female,N1C_Z,euro8,euro10,1.8080357143,1.2685185185,nesig,nesig,0.7016003658,B4
1. female,N1C_Z,euro8,euro11,5.625,4.1846153846,sig,nesig,0.7439316239,B2
1. female,N1C_Z,euro8,euro12,2.9166666667,2.8928571429,nesig,nesig,0.9918367347,B4
1. female,N1C_Z,euro8,euro2,0.6227272727,7.2321428571,nesig,sig,11.613660063,B3
1. female,N1C_Z,euro8,euro3,8.5079365079,54.4,sig,sig,6.3940298507,B1
1. female,N1C_Z,euro8,euro4,1.5111111111,4.5333333333,nesig,nesig,3,B4
1. female,N1C_Z,euro8,euro5,1.2978208232,8.9864864865,nesig,sig,6.9242890278,B3
1. female,N1C_Z,euro8,euro6,6.380952381,3.2619047619,sig,nesig,0.5111940299,B2
1. female,N1C_Z,euro8,euro7,0.7028423773,4.8214285714,nesig,sig,6.8599002101,B3
1. female,N1C_Z,euro8,euro8,,,nesig,nesig,,B4
1. female,N1C_Z,euro8,euro9,3.0461538462,5.4141414141,nesig,sig,1.7773696562,B3
1. female,N1C_Z,euro9,euro1,4.0769230769,3.7519872814,sig,sig,0.9202987671,B1
1. female,N1C_Z,euro9,euro10,4.1538461538,1.9652605459,sig,nesig,0.4731182796,B2
1. female,N1C_Z,euro9,euro11,7.8979591837,1.476584022,sig,nesig,0.1869576669,B2
1. female,N1C_Z,euro9,euro12,3.7785714286,2.3261538462,sig,sig,0.615617275,B1
1. female,N1C_Z,euro9,euro2,4.3838383838,3.9846743295,sig,sig,0.9089464484,B1
1. female,N1C_Z,euro9,euro3,5.9234693878,7.7714285714,sig,nesig,1.3119724376,B2
1. female,N1C_Z,euro9,euro4,4.9318181818,1.6242424242,sig,nesig,0.3293394777,B2
1. female,N1C_Z,euro9,euro5,2.685483871,3.1060606061,sig,sig,1.1566111566,B1
1. female,N1C_Z,euro9,euro6,5.9446808511,2.3823529412,sig,nesig,0.4007537159,B2
1. female,N1C_Z,euro9,euro7,3.8319327731,5.04,sig,sig,1.3152631579,B1
1. female,N1C_Z,euro9,euro8,3.0461538462,5.4141414141,nesig,sig,1.7773696562,B3
1. female,N1C_Z,euro9,euro9,,,nesig,nesig,,B4
1. female,N1_N1,euro1,euro1,,,nesig,nesig,,B4
1. female,N1_N1,euro1,euro10,4.286036036,1.3484848485,sig,nesig,0.3146228443,B2
1. female,N1_N1,euro1,euro11,2.612244898,1.3622526636,nesig,nesig,0.5214873478,B4
1. female,N1_N1,euro1,euro12,7.45,9.9071428571,sig,sig,1.3298178332,B1
1. female,N1_N1,euro1,euro2,4.7123287671,3.3523809524,sig,sig,0.711406423,B1
1. female,N1_N1,euro1,euro3,13.518987342,25.588235294,sig,sig,1.8927627231,B1
1. female,N1_N1,euro1,euro4,7.71875,5.7482993197,sig,sig,0.7447189402,B1
1. female,N1_N1,euro1,euro5,4.3719464145,5.1770833333,sig,sig,1.1841598324,B1
1. female,N1_N1,euro1,euro6,3.3797468354,9.7297297297,nesig,sig,2.8788338901,B3
1. female,N1_N1,euro1,euro7,3.652173913,5.46,sig,sig,1.495,B1
1. female,N1_N1,euro1,euro8,3.4539473684,12.794117647,sig,sig,3.7042016807,B1
1. female,N1_N1,euro1,euro9,4.9184397163,6.0945945946,sig,sig,1.2391317056,B1
1. female,N1_N1,euro10,euro1,4.286036036,1.3484848485,sig,nesig,0.3146228443,B2
1. female,N1_N1,euro10,euro10,,,nesig,nesig,,B4
1. female,N1_N1,euro10,euro12,1.6950757576,2.1106719368,nesig,nesig,1.2451785281,B4
1. female,N1_N1,euro10,euro2,0.6727941176,0.8798076923,nesig,nesig,1.3076923077,B4
1. female,N1_N1,euro10,euro3,1.90625,1.14375,nesig,nesig,0.6,B4
1. female,N1_N1,euro10,euro4,0.71484375,1.2133333333,nesig,nesig,1.6973406193,B4
1. female,N1_N1,euro10,euro5,1.2430555556,1.4278074866,nesig,nesig,1.1486272518,B4
1. female,N1_N1,euro10,euro6,5.5408163265,2.859375,sig,nesig,0.5160566298,B2
1. female,N1_N1,euro10,euro7,2.0657640232,1.3846153846,nesig,nesig,0.6702679343,B4
1. female,N1_N1,euro10,euro8,1.8666666667,2.4266666667,nesig,nesig,1.3,B4
1. female,N1_N1,euro10,euro9,3.7146226415,1.5916542474,sig,nesig,0.4284834291,B2
1. female,N1_N1,euro11,euro1,2.612244898,1.3622526636,nesig,nesig,0.5214873478,B4
1. female,N1_N1,euro11,euro11,,,nesig,nesig,,B4
1. female,N1_N1,euro11,euro12,1.4545454545,1.0074211503,nesig,nesig,0.6926020408,B4
1. female,N1_N1,euro11,euro2,3.0166666667,1.0828402367,nesig,nesig,0.3589525646,B4
1. female,N1_N1,euro11,euro4,0.8169642857,1.5166666667,nesig,nesig,1.8564663024,B4
1. female,N1_N1,euro11,euro5,1.4916666667,1.4412238325,nesig,nesig,0.9661835749,B4
1. female,N1_N1,euro11,euro6,6.4642857143,3.5192307692,sig,nesig,0.5444113897,B2
1. female,N1_N1,euro11,euro7,0.905,1.8,nesig,nesig,1.9889502762,B4
1. female,N1_N1,euro11,euro8,5.9504132231,1.2797202797,sig,nesig,0.2150641026,B2
1. female,N1_N1,euro11,euro9,1.5701754386,1.1428571429,nesig,nesig,0.7278531524,B4
1. female,N1_N1,euro12,euro1,7.45,9.9071428571,sig,sig,1.3298178332,B1
1. female,N1_N1,euro12,euro10,1.6950757576,2.1106719368,nesig,nesig,1.2451785281,B4
1. female,N1_N1,euro12,euro11,1.4545454545,1.0074211503,nesig,nesig,0.6926020408,B4
1. female,N1_N1,euro12,euro12,,,nesig,nesig,,B4
1. female,N1_N1,euro12,euro2,1.5646853147,1.0074211503,nesig,nesig,0.643849048,B4
1. female,N1_N1,euro12,euro3,10.170454545,3.1737588652,sig,nesig,0.3120567376,B2
1. female,N1_N1,euro12,euro4,2.2579281184,2.8175313059,nesig,sig,1.2478392394,B3
1. female,N1_N1,euro12,euro5,3.391025641,2.0833840536,sig,sig,0.6143816869,B1
1. female,N1_N1,euro12,euro6,4.0681818182,15,sig,sig,3.687150838,B1
1. female,N1_N1,euro12,euro7,3.0735294118,4.8008415147,sig,sig,1.5619962823,B1
1. female,N1_N1,euro12,euro8,2.0340909091,12.209302326,nesig,sig,6.0023385735,B3
1. female,N1_N1,euro12,euro9,2.6929392447,4.239,sig,sig,1.5741164634,B1
1. female,N1_N1,euro2,euro1,4.7123287671,3.3523809524,sig,sig,0.711406423,B1
1. female,N1_N1,euro2,euro10,0.6727941176,0.8798076923,nesig,nesig,1.3076923077,B4
1. female,N1_N1,euro2,euro11,3.0166666667,1.0828402367,nesig,nesig,0.3589525646,B4
1. female,N1_N1,euro2,euro12,1.5646853147,1.0074211503,nesig,nesig,0.643849048,B4
1. female,N1_N1,euro2,euro2,,,nesig,nesig,,B4
1. female,N1_N1,euro2,euro3,1.7941176471,3.3703703704,nesig,nesig,1.8785670917,B4
1. female,N1_N1,euro2,euro4,2.5857142857,1.5166666667,nesig,nesig,0.5865561694,B4
